Column1,fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,gcss_tool_fiscal_yr,channel,channel_comments_en,channel_comments_fr,target_type,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,org_name_variant,org_id,department_en,department_fr,fy_org_id_service_id,New_standard,Standard_established,Explanation_in_comment,Published_on_website,Column3
12683,2023-2024,SRV03551,Aircraft registration,Immatriculation d'aéronef,STAN00006146,Registration of an RPAS. Immediate once aircraft information and payment received.,Enregistrement d'un SATP. Immédiat dès réception des informations sur l'appareil et du paiement.,ACY,,ONL,All Channels,All Channels,,,21410,21410,1,,,,No,Non,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03551,,,,No,
12690,2023-2024,SRV03544,Declarations of Conformity (DOC),Déclarations de conformité (DOC),8675,Declaration of Conformity: We will process your application within 30 business days if your submission is complete and your declaration has a satisfactory review.,Déclaration de conformité : Nous traiterons votre demande dans les 30 jours ouvrables si votre demande est complète et que votre déclaration a fait l'objet d'un examen satisfaisant.,TML,,OTH,All Channels,All Channels,,,,848,,This service standard is difficult to track.,This service standard is difficult to track.,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03544,8675,,This service standard is difficult to track.,No,
12692,2023-2024,SRV03509,Pleasure Craft Licence,Délivrance des permis d'embarcations de plaisance,8660,"Get a new pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.","Obtenir un nouveau permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.",TML,,OTH,All Channels,All Channels,,,,,,New Service Standard,New Service Standard,,Yes,Oui,No,Non,tc,138,Transport Canada,Transports Canada,2023-2024_138_SRV03509,8660,,New Service Standard,No,
12698,2023-2024,1348,Treasury Board of Canada Secretariat’s Claims Office,Bureau des réclamations du Secrétariat du Conseil du Trésor du Canada,8707,A recommendation is provided on a case by case basis for Severe Impact.,Une recommandation est fournie au cas par cas pour les impacts sévères.,OTH,,EML,,,,,962,1295,0.7429,"Due to the nature and complexity of the claims, each claim is treated on a case-by-case basis and therefore no service standards can apply.","En raison de la nature et de la complexité des demandes, chaque demande est traitée au cas par cas et aucune norme de service ne peut donc s'appliquer.",,,,,,tbs-sct,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,2023-2024_326_1348,8707,No,each claim is treated on a case-by-case basis and therefore no service standards can apply,,
12725,2023-2024,3678,Human resources statistics,Statistiques concernant les ressources humaines,8701,The external HR Stats webpage will be available 24/7 based on the application's supported hours of operation and exclusive of pre-determined maintenance periods.,"La page Web externe de  Statistiques concernant les ressources humaines sera disponible 24 heures sur 24, 7 jours sur 7, en fonction des heures de fonctionnement de l'application, à l'exclusion des périodes de maintenance prédéterminées.",ACS,,ONL,,,,,,,,The service is new and stadards will be tracked for next year.,Le service est nouveau et les normes seront suivies pour l'année prochaine.,,,,,,tbs-sct,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,2023-2024_326_3678,8701,,The service is new and stadards will be tracked for next year,,
12730,2023-2024,3676,Diversity and inclusion statistics,Statistiques sur la diversité et l'inclusion,8699,The external Diversity and inclusion webpage will be available 24/7 based on the application's supported hours of operation and exclusive of pre-determined maintenance periods.,"La page Web externe de Statistiques sur la diversité et l'inclusion sera disponible 24 heures sur 24, 7 jours sur 7, en fonction des heures de fonctionnement de l'application, à l'exclusion des périodes de maintenance prédéterminées.",ACS,,ONL,,,,,,,,The service is new and standards were developed and will be tracked for next year.,Le service est nouveau et des normes ont été élaborées et feront l'objet d'un suivi l'année prochaine.,,,,,,tbs-sct,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,2023-2024_326_3676,8699,,The service is new and stadards will be tracked for next year,,
12739,2023-2024,1527,Case Management,Gestion de cas,3047,The ratio of case managed Veterans to case managers will not exceed 25:1.,Le ratio des clients des services de gestion de cas par rapport aux gestionnaires de cas ne dépassera plus 25:1.,ACS,,OTH,The ratio of case managed Veterans to Case Managers,Le ratio des clients des services de gestion de cas par rapport aux gestionnaires de cas.,,,,,,The service standard is a ratio of clients to case manager.  The target is 25:1. Result for 2023-24 is 32:1.,La norme de service est un ratio de clients par gestionnaire de cas.  L'objectif est de 25:1. Le résultat pour 2023-24 est de 32:1.,,https://www.veterans.gc.ca/eng/about-vac/what-we-do/service-standards,https://www.veterans.gc.ca/fra/about-vac/what-we-do/service-standards,Not applicable,Not applicable,vac-acc,139,Veterans Affairs Canada,Anciens Combattants Canada,2023-2024_139_1527,,,The target is 25:1. Result for 2023-24 is 32:1.,Not applicable,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
